"GEO_ID","NAME","B02001_001E","B02001_001M","B02001_002E","B02001_002M","B02001_003E","B02001_003M","B02001_004E","B02001_004M","B02001_005E","B02001_005M","B02001_006E","B02001_006M","B02001_007E","B02001_007M","B02001_008E","B02001_008M","B02001_009E","B02001_009M","B02001_010E","B02001_010M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!White alone","Margin of Error!!Total!!White alone","Estimate!!Total!!Black or African American alone","Margin of Error!!Total!!Black or African American alone","Estimate!!Total!!American Indian and Alaska Native alone","Margin of Error!!Total!!American Indian and Alaska Native alone","Estimate!!Total!!Asian alone","Margin of Error!!Total!!Asian alone","Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Some other race alone","Margin of Error!!Total!!Some other race alone","Estimate!!Total!!Two or more races","Margin of Error!!Total!!Two or more races","Estimate!!Total!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Two or more races!!Two races including Some other race","Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Two or more races!!Two races excluding Some other race, and three or more races"
"1400000US48201231700","Census Tract 2317, Harris County, Texas","3270","581","2318","527","116","68","72","113","105","138","0","127","659","328","0","127","0","127","0","127"
"1400000US48201332300","Census Tract 3323, Harris County, Texas","2984","431","494","227","2120","377","15","18","0","127","0","127","314","360","41","61","0","127","41","61"
"1400000US48201212300","Census Tract 2123, Harris County, Texas","5028","700","4135","671","163","103","83","62","20","30","0","127","499","188","128","125","30","36","98","118"
"1400000US48201321600","Census Tract 3216, Harris County, Texas","6042","466","3843","624","0","127","0","127","0","127","38","51","1964","611","197","146","80","65","117","129"
"1400000US48201533801","Census Tract 5338.01, Harris County, Texas","7005","685","3283","662","1057","302","0","127","1263","343","0","127","1118","505","284","352","284","352","0","127"
"1400000US48201540502","Census Tract 5405.02, Harris County, Texas","5274","441","4294","500","250","171","0","127","220","210","0","127","383","220","127","99","21","32","106","93"
"1400000US48201554002","Census Tract 5540.02, Harris County, Texas","4112","316","3483","409","0","127","11","18","347","287","0","127","126","102","145","133","42","74","103","111"
"1400000US48201251100","Census Tract 2511, Harris County, Texas","7756","667","6957","639","201","122","0","127","427","218","0","127","128","160","43","49","0","127","43","49"
"1400000US48201313800","Census Tract 3138, Harris County, Texas","4785","492","377","194","4069","483","0","127","37","44","0","127","290","217","12","19","12","19","0","127"
"1400000US48201320200","Census Tract 3202, Harris County, Texas","6976","748","3578","863","227","227","33","51","831","238","0","127","2128","687","179","183","21","35","158","178"
"1400000US48201321401","Census Tract 3214.01, Harris County, Texas","4195","399","2979","575","0","127","163","202","0","127","0","127","1053","411","0","127","0","127","0","127"
"1400000US48201421401","Census Tract 4214.01, Harris County, Texas","3281","595","2096","582","370","253","0","127","47","53","0","127","768","368","0","127","0","127","0","127"
"1400000US48201432400","Census Tract 4324, Harris County, Texas","5300","706","1988","422","1715","423","0","127","439","211","0","127","1132","501","26","34","17","29","9","15"
"1400000US48201552400","Census Tract 5524, Harris County, Texas","6096","481","3615","485","500","226","8","12","807","214","31","37","1082","409","53","55","19","30","34","44"
"1400000US48201251600","Census Tract 2516, Harris County, Texas","5217","363","4990","383","45","51","19","25","27","42","0","127","100","108","36","61","0","127","36","61"
"1400000US48201341501","Census Tract 3415.01, Harris County, Texas","5757","393","4720","530","308","227","35","54","378","245","0","127","39","44","277","279","0","127","277","279"
"1400000US48201455101","Census Tract 4551.01, Harris County, Texas","6922","521","6059","625","174","135","12","21","138","101","0","127","326","342","213","149","76","70","137","138"
"1400000US48201211700","Census Tract 2117, Harris County, Texas","3318","400","277","215","2709","351","0","127","93","148","0","127","229","171","10","16","10","16","0","127"
"1400000US48201313200","Census Tract 3132, Harris County, Texas","3798","620","344","184","3330","610","0","127","39","46","0","127","44","49","41","48","16","24","25","27"
"1400000US48201340301","Census Tract 3403.01, Harris County, Texas","4227","287","3185","362","96","150","18","31","766","230","0","127","130","178","32","53","0","127","32","53"
"1400000US48201533802","Census Tract 5338.02, Harris County, Texas","5533","654","3067","717","693","340","0","127","503","315","0","127","1188","559","82","108","82","108","0","127"
"1400000US48201552102","Census Tract 5521.02, Harris County, Texas","6729","461","4586","519","640","376","0","127","836","190","0","127","536","423","131","135","0","127","131","135"
"1400000US48201334002","Census Tract 3340.02, Harris County, Texas","1880","524","1676","522","92","93","0","127","98","83","0","127","0","127","14","23","0","127","14","23"
"1400000US48201432702","Census Tract 4327.02, Harris County, Texas","2562","304","1703","318","251","212","111","124","87","106","0","127","377","177","33","45","0","127","33","45"
"1400000US48201522301","Census Tract 5223.01, Harris County, Texas","5745","846","3879","886","891","461","16","27","198","184","0","127","605","405","156","149","106","131","50","66"
"1400000US48201220400","Census Tract 2204, Harris County, Texas","4640","727","3509","768","0","127","0","127","0","127","0","127","1125","451","6","11","0","127","6","11"
"1400000US48201312300","Census Tract 3123, Harris County, Texas","1665","499","205","297","1113","352","0","127","0","127","0","127","196","300","151","200","30","54","121","192"
"1400000US48201323100","Census Tract 3231, Harris County, Texas","3024","387","1831","451","147","113","0","127","62","66","0","127","961","404","23","35","0","127","23","35"
"1400000US48201420200","Census Tract 4202, Harris County, Texas","2586","317","1574","415","386","295","0","127","347","176","0","127","225","135","54","59","0","127","54","59"
"1400000US48201531700","Census Tract 5317, Harris County, Texas","2923","257","2683","303","64","62","37","57","12","24","0","127","104","123","23","28","0","127","23","28"
"1400000US48201233003","Census Tract 2330.03, Harris County, Texas","2345","239","1909","319","256","200","0","127","82","84","0","127","79","99","19","34","0","127","19","34"
"1400000US48201312600","Census Tract 3126, Harris County, Texas","4728","521","2804","386","1019","399","0","127","496","227","0","127","373","247","36","43","27","41","9","17"
"1400000US48201510100","Census Tract 5101, Harris County, Texas","1524","234","1070","244","229","109","24","40","0","127","0","127","155","138","46","74","0","127","46","74"
"1400000US48201541002","Census Tract 5410.02, Harris County, Texas","7551","496","4602","586","1168","466","18","20","760","395","0","127","777","508","226","241","126","183","100","74"
"1400000US48201542102","Census Tract 5421.02, Harris County, Texas","12298","745","7017","772","2645","414","0","127","805","227","0","127","1707","578","124","85","68","68","56","55"
"1400000US48201343200","Census Tract 3432, Harris County, Texas","4749","420","3898","415","428","376","13","21","0","127","0","127","185","139","225","166","16","25","209","162"
"1400000US48201452300","Census Tract 4523, Harris County, Texas","3087","321","1280","393","425","294","0","127","987","320","0","127","395","247","0","127","0","127","0","127"
"1400000US48201520300","Census Tract 5203, Harris County, Texas","5010","543","3540","514","261","169","22","37","107","84","0","127","883","433","197","162","132","162","65","54"
"1400000US48201540100","Census Tract 5401, Harris County, Texas","10770","711","6526","737","568","284","77","70","2222","315","0","127","1169","481","208","125","92","84","116","95"
"1400000US48201322100","Census Tract 3221, Harris County, Texas","3727","538","2063","411","97","110","188","173","0","127","0","127","1379","409","0","127","0","127","0","127"
"1400000US48201321402","Census Tract 3214.02, Harris County, Texas","4517","535","3585","647","21","30","6","15","0","127","0","127","754","512","151","162","0","127","151","162"
"1400000US48201350601","Census Tract 3506.01, Harris County, Texas","3979","489","3177","563","246","162","20","34","375","217","0","127","19","33","142","168","31","57","111","155"
"1400000US48201510400","Census Tract 5104, Harris County, Texas","4322","391","3774","408","100","91","8","15","23","27","0","127","297","195","120","105","0","127","120","105"
"1400000US48201521200","Census Tract 5212, Harris County, Texas","6373","830","4551","753","294","239","0","127","213","156","0","127","1093","619","222","221","144","204","78","73"
"1400000US48201221800","Census Tract 2218, Harris County, Texas","3374","497","2353","442","0","127","9","14","0","127","0","127","1001","388","11","17","0","127","11","17"
"1400000US48201240701","Census Tract 2407.01, Harris County, Texas","12628","913","5723","986","4392","857","37","60","368","215","0","127","1793","799","315","176","139","123","176","141"
"1400000US48201550700","Census Tract 5507, Harris County, Texas","2832","264","1170","341","895","267","0","127","403","130","0","127","314","227","50","41","13","20","37","35"
"1400000US48201433501","Census Tract 4335.01, Harris County, Texas","5892","900","3820","991","1178","379","47","73","26","42","84","130","693","406","44","54","44","54","0","127"
"1400000US48201341600","Census Tract 3416, Harris County, Texas","5546","478","5161","453","0","127","0","127","79","102","0","127","130","120","176","166","0","127","176","166"
"1400000US48201433100","Census Tract 4331, Harris County, Texas","2240","602","895","502","1124","373","0","127","16","27","0","127","191","150","14","16","8","13","6","10"
"1400000US48201240902","Census Tract 2409.02, Harris County, Texas","10640","808","5450","666","3287","700","161","238","607","336","42","94","777","326","316","224","71","85","245","183"
"1400000US48201432300","Census Tract 4323, Harris County, Texas","5949","765","2070","603","2519","487","0","127","406","254","0","127","888","641","66","80","66","80","0","127"
"1400000US48201554200","Census Tract 5542, Harris County, Texas","5614","591","4119","686","357","165","35","61","398","278","0","127","585","362","120","131","19","31","101","130"
"1400000US48201220600","Census Tract 2206, Harris County, Texas","3630","624","2621","596","158","189","56","89","0","127","0","127","795","511","0","127","0","127","0","127"
"1400000US48201530300","Census Tract 5303, Harris County, Texas","2528","390","410","238","2032","388","0","127","0","127","0","127","86","123","0","127","0","127","0","127"
"1400000US48201520200","Census Tract 5202, Harris County, Texas","3212","416","2703","422","227","236","0","127","186","154","0","127","96","113","0","127","0","127","0","127"
"1400000US48201311700","Census Tract 3117, Harris County, Texas","5686","544","3228","579","672","248","0","127","156","196","0","127","1607","543","23","36","23","36","0","127"
"1400000US48201314001","Census Tract 3140.01, Harris County, Texas","3369","623","1468","339","913","303","0","127","607","191","0","127","368","299","13","21","0","127","13","21"
"1400000US48201333902","Census Tract 3339.02, Harris County, Texas","7620","628","3621","670","2124","600","186","159","590","327","0","127","934","402","165","157","108","142","57","62"
"1400000US48201350300","Census Tract 3503, Harris County, Texas","5724","610","3934","539","703","546","0","127","417","174","0","127","589","271","81","125","63","117","18","30"
"1400000US48201542900","Census Tract 5429, Harris County, Texas","9671","797","7424","748","805","237","0","127","241","150","0","127","889","456","312","220","157","143","155","163"
"1400000US48201323802","Census Tract 3238.02, Harris County, Texas","4999","418","3792","560","33","49","0","127","0","127","12","17","1140","498","22","39","22","39","0","127"
"1400000US48201331200","Census Tract 3312, Harris County, Texas","2973","466","73","81","2632","542","0","127","0","127","0","127","130","110","138","148","8","14","130","147"
"1400000US48201423600","Census Tract 4236, Harris County, Texas","6964","666","2273","672","3180","666","13","21","564","216","0","127","765","525","169","136","91","118","78","66"
"1400000US48201430600","Census Tract 4306, Harris County, Texas","3624","24","3314","150","0","127","0","127","265","142","0","127","10","17","35","30","20","22","15","20"
"1400000US48201553200","Census Tract 5532, Harris County, Texas","7408","1457","3691","727","2295","943","66","104","242","182","0","127","807","436","307","183","60","72","247","170"
"1400000US48201421403","Census Tract 4214.03, Harris County, Texas","5209","931","3393","971","197","181","108","175","253","217","0","127","1131","446","127","169","26","44","101","161"
"1400000US48201452600","Census Tract 4526, Harris County, Texas","6065","789","1607","492","2116","772","0","127","1672","326","63","102","509","246","98","102","88","98","10","17"
"1400000US48201453402","Census Tract 4534.02, Harris County, Texas","8109","838","3475","641","2064","593","16","26","1761","704","0","127","510","323","283","239","80","115","203","204"
"1400000US48201231400","Census Tract 2314, Harris County, Texas","2236","334","42","47","2170","322","0","127","0","127","0","127","16","27","8","13","0","127","8","13"
"1400000US48201231500","Census Tract 2315, Harris County, Texas","2747","312","179","152","2399","294","0","127","0","127","0","127","102","107","67","71","16","28","51","57"
"1400000US48201241400","Census Tract 2414, Harris County, Texas","8494","565","6540","532","900","338","0","127","130","161","0","127","550","325","374","243","91","104","283","238"
"1400000US48201250600","Census Tract 2506, Harris County, Texas","7342","769","4820","964","1246","493","0","127","270","187","312","234","576","427","118","116","107","112","11","18"
"1400000US48201310700","Census Tract 3107, Harris County, Texas","4646","601","2454","576","26","51","9","14","63","64","0","127","2034","566","60","47","37","43","23","24"
"1400000US48201313000","Census Tract 3130, Harris County, Texas","1981","295","149","111","1791","280","0","127","11","19","0","127","0","127","30","35","0","127","30","35"
"1400000US48201313500","Census Tract 3135, Harris County, Texas","2248","426","313","244","1725","334","0","127","0","127","0","127","202","181","8","15","8","15","0","127"
"1400000US48201314300","Census Tract 3143, Harris County, Texas","4073","612","429","209","3174","534","0","127","257","266","0","127","143","141","70","71","0","127","70","71"
"1400000US48201531400","Census Tract 5314, Harris County, Texas","2132","259","1914","301","0","127","0","127","22","27","0","127","54","48","142","153","0","127","142","153"
"1400000US48201553801","Census Tract 5538.01, Harris County, Texas","2595","301","2485","311","31","49","0","127","52","57","0","127","27","42","0","127","0","127","0","127"
"1400000US48201232900","Census Tract 2329, Harris County, Texas","7096","754","2814","749","3086","715","0","127","278","120","0","127","918","525","0","127","0","127","0","127"
"1400000US48201321200","Census Tract 3212, Harris County, Texas","3784","544","2027","462","129","106","18","28","43","47","0","127","1496","607","71","59","51","50","20","33"
"1400000US48201321800","Census Tract 3218, Harris County, Texas","4005","305","2628","420","67","67","11","17","0","127","0","127","1257","347","42","68","42","68","0","127"
"1400000US48201332200","Census Tract 3322, Harris County, Texas","5578","724","1637","575","3252","554","10","17","0","127","0","127","613","385","66","75","0","127","66","75"
"1400000US48201421900","Census Tract 4219, Harris County, Texas","2549","195","2384","267","0","127","0","127","111","92","0","127","0","127","54","78","0","127","54","78"
"1400000US48201451700","Census Tract 4517, Harris County, Texas","2672","349","1489","256","870","270","0","127","223","88","0","127","35","62","55","53","0","127","55","53"
"1400000US48201522201","Census Tract 5222.01, Harris County, Texas","3573","601","2837","681","229","217","0","127","40","66","0","127","427","353","40","49","40","49","0","127"
"1400000US48201543001","Census Tract 5430.01, Harris County, Texas","3948","419","2037","385","966","236","0","127","614","316","0","127","315","237","16","28","0","127","16","28"
"1400000US48201220800","Census Tract 2208, Harris County, Texas","2835","391","1017","521","1566","407","0","127","0","127","0","127","252","226","0","127","0","127","0","127"
"1400000US48201421101","Census Tract 4211.01, Harris County, Texas","3404","665","1603","579","289","145","0","127","476","319","0","127","844","503","192","197","125","175","67","78"
"1400000US48201330100","Census Tract 3301, Harris County, Texas","8904","615","2959","728","3311","423","0","127","160","191","0","127","2393","839","81","118","69","114","12","22"
"1400000US48201430500","Census Tract 4305, Harris County, Texas","2526","49","1929","141","39","42","0","127","431","94","0","127","68","55","59","46","24","29","35","36"
"1400000US48201253700","Census Tract 2537, Harris County, Texas","5177","582","3217","579","1149","328","49","90","168","166","0","127","537","358","57","86","57","86","0","127"
"1400000US48201350100","Census Tract 3501, Harris County, Texas","14012","855","6640","734","2446","472","41","39","3204","559","0","127","1140","379","541","273","135","111","406","265"
"1400000US48201310300","Census Tract 3103, Harris County, Texas","5201","571","3458","514","103","67","34","52","67","62","0","127","1409","470","130","93","63","73","67","58"
"1400000US48201422900","Census Tract 4229, Harris County, Texas","4557","665","2705","586","1030","248","0","127","132","112","0","127","670","375","20","56","9","54","11","17"
"1400000US48201550800","Census Tract 5508, Harris County, Texas","2804","273","598","311","1394","235","67","109","354","209","0","127","391","129","0","127","0","127","0","127"
"1400000US48201321500","Census Tract 3215, Harris County, Texas","2535","344","1515","365","23","27","194","183","0","127","0","127","753","280","50","58","39","51","11","17"
"1400000US48201333202","Census Tract 3332.02, Harris County, Texas","5213","560","2699","712","1425","373","0","127","270","225","0","127","819","410","0","127","0","127","0","127"
"1400000US48201333500","Census Tract 3335, Harris County, Texas","6693","707","4054","782","1346","324","29","46","41","40","0","127","1118","408","105","131","105","131","0","127"
"1400000US48201341400","Census Tract 3414, Harris County, Texas","5400","436","4767","432","159","113","14","26","355","122","0","127","47","58","58","56","6","11","52","55"
"1400000US48201421402","Census Tract 4214.02, Harris County, Texas","3934","600","2375","599","195","165","8","13","13","21","0","127","1282","408","61","104","61","104","0","127"
"1400000US48201553001","Census Tract 5530.01, Harris County, Texas","4989","608","3338","540","1332","502","0","127","199","140","0","127","59","66","61","63","0","127","61","63"
"1400000US48201251402","Census Tract 2514.02, Harris County, Texas","5968","473","5263","623","345","395","0","127","54","82","0","127","146","193","160","157","0","127","160","157"
"1400000US48201340100","Census Tract 3401, Harris County, Texas","3923","514","2669","516","548","216","19","34","233","147","0","127","416","172","38","34","0","127","38","34"
"1400000US48201552001","Census Tract 5520.01, Harris County, Texas","8354","697","5131","726","1616","590","0","127","1266","501","0","127","195","142","146","111","37","60","109","97"
"1400000US48201233400","Census Tract 2334, Harris County, Texas","2744","298","1909","363","199","149","0","127","0","127","0","127","543","316","93","90","93","90","0","127"
"1400000US48201312800","Census Tract 3128, Harris County, Texas","2659","428","197","109","2381","437","8","13","0","127","0","127","73","90","0","127","0","127","0","127"
"1400000US48201454700","Census Tract 4547, Harris County, Texas","6958","385","6005","447","319","347","0","127","416","146","0","127","9","15","209","149","132","137","77","79"
"1400000US48201240801","Census Tract 2408.01, Harris County, Texas","5940","742","3883","782","1317","324","135","164","188","180","44","78","272","188","101","89","37","53","64","73"
"1400000US48201251300","Census Tract 2513, Harris County, Texas","7443","353","7074","421","148","147","15","23","102","95","0","127","19","29","85","80","0","127","85","80"
"1400000US48201330900","Census Tract 3309, Harris County, Texas","6552","674","2641","606","2669","419","0","127","257","201","0","127","912","325","73","79","61","76","12","20"
"1400000US48201221900","Census Tract 2219, Harris County, Texas","4124","777","2480","662","60","62","5","9","61","94","0","127","1427","615","91","79","54","63","37","49"
"1400000US48201330500","Census Tract 3305, Harris County, Texas","4310","753","1628","491","1634","539","0","127","0","127","0","127","1007","472","41","39","23","29","18","27"
"1400000US48201451002","Census Tract 4510.02, Harris County, Texas","4762","671","1976","491","1894","469","0","127","260","220","0","127","478","333","154","114","21","27","133","110"
"1400000US48201252700","Census Tract 2527, Harris County, Texas","4108","388","3655","449","145","155","0","127","91","86","0","127","199","167","18","21","0","127","18","21"
"1400000US48201323200","Census Tract 3232, Harris County, Texas","4628","479","2627","512","300","262","0","127","106","124","0","127","1595","443","0","127","0","127","0","127"
"1400000US48201333600","Census Tract 3336, Harris County, Texas","2704","324","2083","420","321","189","4","9","0","127","0","127","296","251","0","127","0","127","0","127"
"1400000US48201411200","Census Tract 4112, Harris County, Texas","2162","223","2141","226","0","127","0","127","0","127","0","127","21","29","0","127","0","127","0","127"
"1400000US48201233102","Census Tract 2331.02, Harris County, Texas","7156","554","5324","857","0","127","0","127","0","127","0","127","1832","631","0","127","0","127","0","127"
"1400000US48201342800","Census Tract 3428, Harris County, Texas","8402","368","7329","481","134","172","83","133","140","115","0","127","564","263","152","92","39","43","113","77"
"1400000US48201511400","Census Tract 5114, Harris County, Texas","3392","479","2988","511","0","127","0","127","0","127","0","127","345","194","59","64","14","22","45","59"
"1400000US48201221300","Census Tract 2213, Harris County, Texas","8777","969","5559","1077","22","35","69","90","319","504","0","127","2763","776","45","50","25","42","20","32"
"1400000US48201310200","Census Tract 3102, Harris County, Texas","1508","265","750","226","557","183","0","127","112","74","0","127","79","96","10","17","10","17","0","127"
"1400000US48201343100","Census Tract 3431, Harris County, Texas","4915","410","4382","558","90","74","7","11","77","87","0","127","203","169","156","132","0","127","156","132"
"1400000US48201423000","Census Tract 4230, Harris County, Texas","6013","814","2728","554","2202","735","15","23","139","104","0","127","929","425","0","127","0","127","0","127"
"1400000US48201552601","Census Tract 5526.01, Harris County, Texas","4178","536","2040","547","691","438","0","127","970","498","0","127","341","220","136","190","5","16","131","191"
"1400000US48201221700","Census Tract 2217, Harris County, Texas","7551","938","5539","1088","150","171","0","127","310","315","0","127","1543","565","9","19","0","127","9","19"
"1400000US48201252800","Census Tract 2528, Harris County, Texas","4562","685","2477","554","1826","555","59","55","0","127","0","127","147","138","53","48","16","32","37","40"
"1400000US48201253100","Census Tract 2531, Harris County, Texas","6926","457","4088","463","1356","346","32","46","198","102","0","127","1036","293","216","147","135","108","81","85"
"1400000US48201331601","Census Tract 3316.01, Harris County, Texas","5868","670","196","134","5615","672","0","127","0","127","0","127","25","40","32","38","19","29","13","23"
"1400000US48201340202","Census Tract 3402.02, Harris County, Texas","5194","257","3376","256","52","64","0","127","1629","248","0","127","19","30","118","89","25","41","93","77"
"1400000US48201532700","Census Tract 5327, Harris County, Texas","4552","687","1453","346","2188","402","12","17","162","195","0","127","628","584","109","61","62","62","47","48"
"1400000US48201211400","Census Tract 2114, Harris County, Texas","4234","619","1247","456","2645","535","0","127","81","84","0","127","261","278","0","127","0","127","0","127"
"1400000US48201350602","Census Tract 3506.02, Harris County, Texas","8186","654","5277","513","1061","378","34","56","926","253","0","127","525","353","363","312","10","17","353","311"
"1400000US48201410600","Census Tract 4106, Harris County, Texas","3289","315","2880","320","26","25","0","127","157","78","0","127","200","119","26","30","12","19","14","25"
"1400000US48201423401","Census Tract 4234.01, Harris County, Texas","5214","659","1026","388","3268","668","0","127","233","159","0","127","687","284","0","127","0","127","0","127"
"1400000US48201541300","Census Tract 5413, Harris County, Texas","11354","774","7521","698","2109","422","49","71","745","624","0","127","707","275","223","155","118","119","105","76"
"1400000US48201550601","Census Tract 5506.01, Harris County, Texas","7337","505","3218","586","2848","439","0","127","529","208","0","127","636","395","106","108","62","94","44","45"
"1400000US48201211600","Census Tract 2116, Harris County, Texas","3173","386","2077","460","549","188","0","127","0","127","0","127","547","272","0","127","0","127","0","127"
"1400000US48201511600","Census Tract 5116, Harris County, Texas","4619","566","4018","641","72","59","8","14","119","133","0","127","381","289","21","25","0","127","21","25"
"1400000US48201541602","Census Tract 5416.02, Harris County, Texas","10001","741","6883","827","381","227","15","25","410","166","0","127","2136","764","176","134","113","121","63","63"
"1400000US48201550301","Census Tract 5503.01, Harris County, Texas","7303","632","2264","486","4729","727","0","127","153","108","0","127","104","115","53","48","29","35","24","35"
"1400000US48201252500","Census Tract 2525, Harris County, Texas","4416","630","3019","676","17","27","0","127","0","127","0","127","1355","602","25","27","0","127","25","27"
"1400000US48201313400","Census Tract 3134, Harris County, Texas","2974","310","548","194","2363","226","0","127","0","127","0","127","63","110","0","127","0","127","0","127"
"1400000US48201314400","Census Tract 3144, Harris County, Texas","3033","309","1264","230","155","84","0","127","1455","277","0","127","63","45","96","60","0","127","96","60"
"1400000US48201420500","Census Tract 4205, Harris County, Texas","3742","599","2018","497","662","228","0","127","282","120","0","127","780","451","0","127","0","127","0","127"
"1400000US48201453601","Census Tract 4536.01, Harris County, Texas","1686","268","442","343","829","387","0","127","82","97","0","127","314","213","19","42","0","127","19","42"
"1400000US48201310600","Census Tract 3106, Harris County, Texas","6379","851","3211","653","219","221","200","342","45","52","0","127","2442","766","262","260","262","260","0","127"
"1400000US48201551900","Census Tract 5519, Harris County, Texas","4964","490","3520","504","1141","338","0","127","232","141","0","127","55","54","16","29","0","127","16","29"
"1400000US48201422701","Census Tract 4227.01, Harris County, Texas","4303","557","3068","495","218","166","47","49","0","127","0","127","927","422","43","69","36","69","7","11"
"1400000US48201450400","Census Tract 4504, Harris County, Texas","4234","470","2750","250","439","311","9","14","715","269","0","127","298","247","23","30","19","29","4","7"
"1400000US48201551400","Census Tract 5514, Harris County, Texas","3732","542","1995","331","689","420","0","127","382","148","0","127","590","287","76","85","59","80","17","29"
"1400000US48201211200","Census Tract 2112, Harris County, Texas","2617","351","434","155","1895","370","7","12","8","18","43","87","213","158","17","26","17","26","0","127"
"1400000US48201221200","Census Tract 2212, Harris County, Texas","5922","709","4264","878","0","127","0","127","0","127","0","127","1524","567","134","137","74","101","60","86"
"1400000US48201251902","Census Tract 2519.02, Harris County, Texas","4489","430","3138","329","993","415","0","127","0","127","0","127","225","238","133","103","81","94","52","63"
"1400000US48201232301","Census Tract 2323.01, Harris County, Texas","8978","922","5177","776","2325","512","0","127","0","127","0","127","1377","748","99","103","99","103","0","127"
"1400000US48201421201","Census Tract 4212.01, Harris County, Texas","3987","600","2618","700","467","261","0","127","182","168","0","127","696","481","24","33","0","127","24","33"
"1400000US48201423202","Census Tract 4232.02, Harris County, Texas","7286","919","2269","716","3828","786","47","73","220","106","11","19","905","401","6","14","0","127","6","14"
"1400000US48201230400","Census Tract 2304, Harris County, Texas","3491","476","1039","392","1779","387","0","127","24","39","27","24","595","279","27","25","27","25","0","127"
"1400000US48201323400","Census Tract 3234, Harris County, Texas","7620","575","4970","821","73","72","76","110","0","127","0","127","2336","825","165","202","35","55","130","190"
"1400000US48201324000","Census Tract 3240, Harris County, Texas","5677","354","4383","437","114","103","24","37","506","146","0","127","650","284","0","127","0","127","0","127"
"1400000US48201542302","Census Tract 5423.02, Harris County, Texas","5032","495","2372","367","1232","468","0","127","602","435","0","127","558","272","268","153","136","127","132","99"
"1400000US48201210900","Census Tract 2109, Harris County, Texas","1844","235","395","177","1323","331","0","127","46","74","0","127","80","118","0","127","0","127","0","127"
"1400000US48201511302","Census Tract 5113.02, Harris County, Texas","4157","461","3583","461","34","37","72","86","80","59","0","127","319","224","69","77","0","127","69","77"
"1400000US48201552900","Census Tract 5529, Harris County, Texas","6202","439","4586","521","603","256","0","127","538","256","0","127","240","202","235","170","104","159","131","95"
"1400000US48201241101","Census Tract 2411.01, Harris County, Texas","4423","526","2952","510","936","288","0","127","0","127","0","127","466","318","69","54","18","31","51","51"
"1400000US48201322900","Census Tract 3229, Harris County, Texas","4054","489","2549","476","0","127","10","18","0","127","0","127","1371","507","124","142","124","142","0","127"
"1400000US48201550401","Census Tract 5504.01, Harris County, Texas","8938","727","2711","669","3937","550","42","65","1033","303","0","127","1163","396","52","48","0","127","52","48"
"1400000US48201421000","Census Tract 4210, Harris County, Texas","2438","189","2151","245","0","127","0","127","197","150","0","127","7","14","83","75","0","127","83","75"
"1400000US48201454501","Census Tract 4545.01, Harris County, Texas","8376","400","6256","492","217","177","0","127","1525","206","0","127","245","265","133","100","0","127","133","100"
"1400000US48201522000","Census Tract 5220, Harris County, Texas","4086","610","3182","578","127","78","0","127","233","191","0","127","491","357","53","62","53","62","0","127"
"1400000US48201534002","Census Tract 5340.02, Harris County, Texas","5831","570","2423","598","1552","479","0","127","349","170","0","127","1406","447","101","133","92","132","9","19"
"1400000US48201320700","Census Tract 3207, Harris County, Texas","4111","396","2131","475","146","102","56","83","260","159","0","127","1277","463","241","187","193","183","48","53"
"1400000US48201332700","Census Tract 3327, Harris County, Texas","3061","398","2296","527","35","65","0","127","0","127","0","127","730","295","0","127","0","127","0","127"
"1400000US48201541601","Census Tract 5416.01, Harris County, Texas","4314","312","3331","383","135","100","95","126","505","316","0","127","158","108","90","77","12","19","78","78"
"1400000US48201223002","Census Tract 2230.02, Harris County, Texas","4252","516","2819","598","431","192","0","127","0","127","0","127","1002","440","0","127","0","127","0","127"
"1400000US48201223100","Census Tract 2231, Harris County, Texas","2366","297","1274","390","270","302","0","127","171","202","0","127","634","236","17","23","0","127","17","23"
"1400000US48201253200","Census Tract 2532, Harris County, Texas","8535","584","6275","504","1171","303","0","127","19","22","0","127","911","354","159","128","55","64","104","109"
"1400000US48201322600","Census Tract 3226, Harris County, Texas","5316","499","3345","529","59","42","0","127","71","97","0","127","1706","492","135","102","72","52","63","74"
"1400000US48201552002","Census Tract 5520.02, Harris County, Texas","1430","298","858","258","330","228","0","127","195","170","0","127","12","19","35","59","35","59","0","127"
"1400000US48201250500","Census Tract 2505, Harris County, Texas","5313","398","3513","372","993","251","0","127","311","222","58","72","278","197","160","98","43","52","117","75"
"1400000US48201341800","Census Tract 3418, Harris County, Texas","1903","239","1429","290","7","10","0","127","97","113","0","127","271","222","99","81","12","16","87","81"
"1400000US48201412100","Census Tract 4121, Harris County, Texas","1972","748","1220","422","107","79","0","127","531","268","0","127","30","49","84","70","0","127","84","70"
"1400000US48201430100","Census Tract 4301, Harris County, Texas","5549","533","5218","534","63","50","0","127","176","144","0","127","12","21","80","62","21","33","59","50"
"1400000US48201452801","Census Tract 4528.01, Harris County, Texas","6280","713","1675","460","2205","635","25","78","1351","238","0","127","842","365","182","147","59","107","123","90"
